en,"Do not show at startup anymore","Do not show at startup anymore"
en,"Do not show the filter","Do not show the filter"
en,"Do not verify images to increase speed of the process","Do not verify images to run the process faster"
en,"Do you need to ship your products?","Do you need to ship your products?"
en,"Do you really want to close storefront?","Do you really want to close storefront?"
en,"Do you really want to delete all relations from this product?","Do you really want to delete all relations from this product?"
en,"Do you really want to delete selected items?","Do you really want to delete the selected items?"
en,"DocBlocks support","DocBlocks support"
en,Document,Document
en,Documents,Documents
en,"Does not match license type (requires {{list}} edition)","Does not match license type (requires {{list}} edition)"
en,"Don't have account yet?","Don't have an account yet?"
en,"Don't have account yet? Sign up for SagePay now!","Don't have an account yet? <a href=""https://applications.sagepay.com/apply/653E8C42-AD93-4654-BB91-C645678FA97B"">Sign up</a> for SagePay now!"
en,"Don't have an account?","Don't have an account?"
en,"Don't label","Don't label"
en,"Done! We ve just deleted all your demo products","Done! We've just deleted all your demo products"
en,"Dont have account yet?","Dont have account yet?"
en,"Dont have an account? Sign Up Now","Don't have an account? <a href='{{link}}' target='_blank'>Sign Up Now</a>"
en,"Don’t forget to create a backup!","Don’t forget to create a backup!"
en,"Don’t notify customer","Don’t notify customer"
en,"Double quote","Double quote"
en,Download,Download
en,"Download CSV files","Download CSV files"
en,"Download SQL file","Download SQL file"
en,"Download all files","Download all files"
en,"Download error file","Download error file"
en,"Download link did not found","Download link has not been found"
en,"Download link is blocked","Download link is blocked"
en,"Download link is not active","Download link is not active"
en,"Download link is renew","Download link has been renewed"
en,"Download links is blocked","Download links is blocked"
en,"Download links is renew","Download links has been renewed"
en,"Downloaded components","Downloaded components"
en,"Downloading updates","Downloading updates"
en,"Downloading updates, please wait...","Downloading updates, please wait..."
en,"Downloads left","Downloads left"
en,"Drag and drop me to the bag","Drag and drop me to the cart"
en,"Drag-n-drop blocks","Drag-n-drop blocks"
en,"Drop existing items before import","Clear the item's data before importing this item"
en,"Drop items here to shop","Drop items here to shop"
en,"Drupal frontend","Drupal front end"
en,"Duplicated clean URL: X","Duplicated clean URL: {{value}}"
en,"During the import was recorded X errors. You can get them by downloading the log files.","During import {{count}} errors were generated. For details, <a href=""{{url}}"">download</a> the log files."
en,"Dynamic message","Dynamic message"
en,"Dynamic message editor","Dynamic message editor"
en,"E-Commerce features setup","E-Commerce features setup"
en,E-Mail,Email
en,"E-Mail address to receive PayPal payment","Email address to receive PayPal payment"
en,E-goods,E-goods
en,E-mail,Email
en,"E-mail is not defined yet","Email is not defined yet"
en,"E-mail will also be updated in all the related orders.","E-mail will also be updated in all the related orders."
en,EACHRECEIVER,EACHRECEIVER
en,ELV/SEPA,ELV/SEPA
en,ETSY,ETSY
en,"Easy payment options - Ship Now Pay Later with a Pitney Bowes Line of Credit or use a credit card.","<strong>Easy payment options</strong> - Ship Now Pay Later with a Pitney Bowes Line of Credit or use a credit card."
en,Edit,Edit
en,"Edit Globally","Edit Globally"
en,"Edit address","Edit address"
en,"Edit all","Edit all"
en,"Edit attribute","Edit attribute"
en,"Edit attribute values","Edit attribute values"
en,"Edit attributes","Edit attributes"
en,"Edit billing address","Edit billing address"
en,"Edit charges for:","Edit charges for:"
en,"Edit custom options","Edit custom options"
en,"Edit email","Edit email"
en,"Edit label","Edit label"
en,"Edit labels","Edit labels"
en,"Edit labels (X)","{{count}} label(s)"
en,"Edit notification body","Edit notification body"
en,"Edit page","Edit page"
en,"Edit payment method data","Edit payment method data"
en,"Edit product","Edit product"
en,"Edit profile","Edit profile"
en,"Edit rates (X)","Edit rates ({{count}})"
en,"Edit review","Edit review"
en,"Edit shipping address","Edit shipping address"
en,"Edit states (X)","Edit states ({{count}})"
en,"Edit subcategories (X)","Subcategories: {{count}}"
en,"Edit template based on","Edit template based on"
en,"Edit your review","Edit your review"
en,"Edited templates","Edited templates"
en,"Editing attribute groups on this page won't affect other product classes which use these groups","Editing attribute groups on this page will not affect other product classes that use these groups. Removing a group does not delete attributes from the group, but makes them show up among other attributes having no associated groups."
en,"Egoods free",Free
en,"Egoods paid",Paid
en,Email,Email
en,"Email &amp; password","Email &amp; password"
en,"Email Address","Email Address"
en,"Email address","Email address"
en,"Email again","Email again"
en,"Email body","Email body"
en,"Email from the contact information section according to the type of email message","Email from the <a href=""{{url}}"">contact information</a> section according to the type of email message"
en,"Email notifications","Email notifications"
en,"Email or login","Email or login"
en,"Email settings","Email settings"
en,"Email transfer settings","E-Mail transfer settings"
en,"Empty ""class"" parameter is passed to the {{method}}","Empty ""class"" parameter is passed to the {{method}}"
en,Enable,Enable
en,"Enable ""Deliver to Post Office"" feature","Enable ""Deliver to Post Office"" feature"
en,"Enable HTTPS","Enable HTTPS"
en,"Enable all","Enable all"
en,"Enable clean URL","Enable clean URL"
en,"Enable clean URLs","Enable clean URLs"
en,"Enable facebook product feed","Add to product feed"
en,"Enable hidden block",Enable
en,"Enable module","Enable module"
en,"Enable mutual links","Enable bidirectional links"
en,"Enable selected","Enable selected"
en,"Enable the Use Enhanced Cancel option.","Enable the 'Use ""Enhanced Cancel""' option."
en,"Enable the option ""Assign entered Clean URL to this page anyway"" to dissociate the entered Clean URL from the page it is currently used for and assign it to the page of the object being edited.","Enable the option ""Assign entered Clean URL to this page anyway"" to dissociate the entered Clean URL from the page it is currently used for and assign it to the page of the object being edited."
en,"Enable this if you would like us to use your shipping address as your billing address","Enable this if you would like us to use your shipping address as your billing address"
en,Enabled,Enabled
en,"Enabled for administrator","Enabled for administrator"
en,"Enabled for customer","Enabled for customer"
en,"Enabled in catalog","Enabled in catalog"
en,"Enabled only","Enabled only"
en,"Enter Order number","Enter Order number"
en,"Enter Return # or Order #","Enter Return # or Order #"
en,"Enter X more characters to start search","Enter {{X}} more characters to start search"
en,"Enter a correct email","Enter a correct email"
en,"Enter a different Clean URL value for this page","Change the Clean URL value for this page (Enter a different Clean URL value manually or use the Autogenerate Clean URL feature)"
en,"Enter a keyword to search.","Enter a keyword to search."
en,"Enter a name to be published with the review","Enter a name to be published with the review"
en,"Enter a negative number","Enter a negative number"
en,"Enter a number","Enter a number"
en,"Enter a positive number","Enter a positive number"
en,"Enter alt text","Enter alt text"
en,"Enter an integer","Enter an integer"
en,"Enter code","Enter code"
en,"Enter coupon code","Enter coupon code"
en,"Enter date range","Enter date range"
en,"Enter description of the purchase that will be displayed on PayPal payment page.","Enter a description of the purchase that will be displayed on the PayPal payment page."
en,"Enter email address","Enter email address"
en,"Enter file extensions separated by comma; for example, ""jpg,txt,svg""","Enter file extensions separated by comma; for example, ""jpg,txt,svg"""
en,"Enter filter name","Enter filter name"
en,"Enter keyword","Enter keyword"
en,"Enter keywords","Enter keywords"
en,"Enter license key","Enter license key"
en,"Enter pattern here","Enter pattern here"
en,"Enter product name","Enter product name"
en,"Enter product name or SKU","Enter product name or SKU"
en,"Enter search pattern","Enter search pattern"
en,"Enter shipping address","Enter shipping address"
en,"Enter the email address associated with your PayPal account.","Enter the email address associated with your PayPal account."
en,"Enter the shipping address to see delivery methods available to you","Enter the shipping address to see delivery methods available to you"
en,"Enter your MailChimp API key manually","Enter your Mailchimp API key manually"
en,"Enter your e-mail","Enter your email"
en,"Enter your license key here","Enter your license key here"
en,"Enter your premium license key","Enter your premium license key"
en,"Entity was successfully saved","Entity was successfully saved"
en,Environment,Environment
en,"Environment info","Environment info"
en,Error,Error
en,"Error code explanation:","Error code explanation:"
en,"Error of banner loading. Make sure the ""images"" directory has write permissions.","Error of banner loading. Make sure the ""images"" directory has write permissions."
en,"Error of image loading. Make sure the ""images"" directory has write permissions.","Error of image loading. Make sure the ""images"" directory has write permissions."
en,"Error of image verification ({{value}}). Make sure you have specified the correct image file or URL.","Error of image verification ({{value}}). Make sure you have specified the correct image file or URL."
en,"Error of uploading file.","File uploading error."
en,"Error on saving image","Error on saving image"
en,"Error sending link","Error sending link"
en,Errors,Errors
en,"Errors files",Errors
en,"Estimate delivery date","Estimate delivery date"
en,"Estimate shipping cost","Estimate shipping cost"
en,"Estimate your server performance","Estimate your server performance"
en,"Estimated for","Estimated for"
en,"Evaluation notice","Evaluation notice"
en,"Every object stores history with 8 clean urls which were previously used for this object.","Every object stores a history of up to 8 clean urls that were used for the object previously. X-Cart sets 301 redirects for these URLs automatically."
en,"Everything you need","Everything you need"
en,Ex.,Ex.
en,"Exact phrase","Exact phrase"
en,Example,Example
en,"Example city","Example city"
en,Examples,Examples
en,"Excellent! Now you can get paid","Excellent! Now you can get paid"
en,Exception,Exception
en,"Exclude from shipping cost calculation","Exclude from shipping cost calculation"
en,"Existing Avalara Customer?","Existing Avalara Customer? <a href=""{{moduleSettings}}"">Turn AvaTax on now!</a>"
en,"Existing Customer?","Existing Customer?"
en,"Exit editor","Exit editor"
en,"Exit product preview","Exit product preview"
en,"Exp. date","Exp. date"
en,"Expand the functionality of your store by installing and using add-on modules","Extend the functionality of your store by installing and using add-on modules"
en,"Expanded view","Expanded view"
en,"Expected on","Expected on"
en,"Expected on X","Expected on <span>{{date}}</span>"
en,"Expiration date","Expiration date"
en,Expired,Expired
en,"Expired by TTL","Download TTL has expired"
en,"Expired by limit","Expired: Downloads limit has been reached"
en,"Expires in","Expires in"
en,Export,Export
en,"Export all","Export all"
en,"Export cannot be started because it is disabled or there is another running export process","Export cannot be started because it is disabled or there is another running export process. Try again later."
en,"Export completed","Export completed"
en,"Export duplicates as separate products","Export duplicates as separate products"
en,"Export failed","Export failed"
en,"Export in CSV","Export in CSV"
en,"Export not started","Export was not started"
en,"Export of Not Finished orders is not supported. To export the orders which are now in this state, change their fulfillment status from Not Finished to any other.","Export of Not Finished orders is not supported. To export the orders which are now in this state, change their fulfillment status from Not Finished to any other."
en,"Export only the original product","Export only the original product"
en,"Export orders","Export orders"
en,"Export product data with","Export product data with"
en,"Export products","Export products"
en,"Export public files as","Export public files as"
en,"Export selected","Export selected"
en,"Export settings","Export settings"
en,"Exported files","Exported files"
en,"Exported in X","Exported on {{date}}"
en,"Exporting data...","Exporting data..."
en,"Express Checkout process stopped.","Express Checkout process stopped."
en,Extensions,Extensions
en,FEBRUARY,FEBRUARY
en,FR,FR
en,FREE,Free
en,"FREE SHIPPING","FREE SHIPPING"
en,"FREE quote","FREE quote"
en,"FREE trial","FREE trial"
en,Facebook,Facebook
en,"Facebook Ads & Instagram Ads","Facebook Ads & Instagram Ads"
en,"Facebook Pixel Id","Facebook Pixel ID"
en,"Facebook product feed enabled","Add to Facebook product feed"
en,Failed,Failed
en,"Failed to add detailed image","Failed to add the detailed image"
en,"Failed to add the attachment","Failed to add the attachment"
en,"Failed to add the attachment. The file download is forbidden","Failed to add the attachment. The file download is forbidden"
en,"Failed to load the banner {{value}} because it does not exist","Couldn't load the banner ""{{value}}"", the file does not exist."
en,"Failed to load the file {{value}} because it does not exist","Couldn't load the image ""{{value}}"", the file does not exist."
en,"Failed to re-upload attachment","Failed to re-upload attachment"
en,"Failed to update category image","Failed to update category image"
en,"Failed to update page image","Failed to update the page image"
en,"Failed write to file","Failed write to file"
en,"Failed write to file X. There may not be enough disc-space. Please check if there is enough disc-space.","Failed write to file {{path}}. There may not be enough disk space. Please check if there is enough disk space."
en,Failed/Declined,Failed/Declined
en,Failed[S],Failed
en,Failure,Failure
en,"Failure reason:","Failure reason:"
en,"Failure sending test email to X","Failure sending test email to {{email}}"
en,"Failure to convert flexy-template. Check for syntax errors","Flexy template conversion failure. Check for syntax errors"
en,"Failure to finish registration process.","Failure to finish registration process."
en,"Failure to get token ID.","Failure to get token ID."
en,"Failure: File has the wrong format.","Failure: Wrong file format."
en,"Fast Lane checkout","Fast Lane checkout"
en,Favicon,Favicon
en,Fax,Fax
en,Featured,Featured
en,"Featured products","Featured products"
en,FedEx,FedEx
en,"FedEx module allows to use online shipping rates calculation via FedEx.","FedEx module allows you to use online shipping rates calculation via FedEx."
en,"Feed generation & settings","Feed generation & settings"
en,"Feed generation has been completed successfully.","Feed generation has been completed successfully."
en,"Feed generation has been stopped.","Feed generation has been stopped."
en,"Feed generation...","Feed generation..."
en,"Fees payer","Fees payer"
en,"Field is required!","Field is required!"
en,"File Attaching is mandatory for this product","File Attaching is mandatory for this product"
en,"File attachments are not allowed for this product","File attachments are not allowed for this product"
en,"File can not be uploaded","File can not be uploaded"
en,"File description","File description"
en,"File is available by public URL","File is available by public URL"
en,"File is not an image","File is not an image"
en,"File is not uploaded","File is not uploaded"
en,"File name is too long, it should be less than 255 characters","File path is too long, it should be less than 255 characters"
en,"File not found","File not found"
en,"File permissions","File permissions"
en,"File size exceeds the maximum size","File size exceeds the maximum size of ({{size}})"
en,"File title","File title"
en,"File uploading","File uploading"
en,"File uploading error 1","The file you are trying to upload is too large. Try using a smaller one."
en,"File uploading error 2","The file you are trying to upload is too large. Try using a smaller one."
en,"File uploading error 3","For some reason, the file upload has not been completed. Please try again or use a different file."
en,"File uploading error 4","For some reason, the file upload has not been completed. Please try again or use a different file."
en,"File uploading error 6","Server-side problem with image upload. Contact your server administrator."
en,"File uploading error 7","Server-side problem with image upload. Contact your server administrator."
en,"File uploading error 8","Server-side problem with image upload. Contact your server administrator."
en,"File uploads","File uploads"
en,"File uploads forbidden by web server","File uploads forbidden by web server"
en,"File was successfully uploaded","File was successfully uploaded"
en,"File with certificate should be located in the directory {{certsDir}}","The file with the certificate needs to be located in the directory {{certsDir}}"
en,"Files cannot be updated","Files cannot be updated"
en,"Fill out the form with your Company info to setup your account and start processing payments immedately","<strong>Complete the form</strong> with your Company info to setup your account and start processing payments immedately."
en,"Filter by order amount","Filter by order amount"
en,"Filter by order frequency","Filter by order frequency"
en,"Filter by profile membership","Filter by profile membership"
en,"Filter by specific products","Filter by specific products"
en,"Filter has been removed","Filter has been removed"
en,"Filter has been successfully saved","Filter has been successfully saved"
en,"Filter transactions by status","Filter transactions <b>by status</b>"
en,Filters,Filters
en,"Find countries","Find countries"
en,"Find in Marketplace","Find in Marketplace"
en,"Find language in marketplace","Find language in the marketplace"
en,"Find states","Find states"
en,"Find transactions by ID","Find transactions <b>by ID</b>"
en,"Find us on","Find us on"
en,"Find us on Facebook","Find us on Facebook"
en,Finish,Finish
en,"Finished operating as user","Finished operating as customer"
en,"First name","First name"
en,"First name or last name are empty. Please add a new address to your address book or modify existing and fill in those fields in order to subscribe to this list.","First name or last name are empty. Please add a new address to your address book or modify existing and fill in those fields in order to subscribe to this list."
en,"First name, Last name or E-mail","First name, Last name or E-mail"
en,"First, restore your website from the created backup - this is the fastest way to get your store back online.","First, restore your website from the created backup - this is the fastest way to get your store back online."
en,Firstname,Firstname
en,"Flat markup","Flat rate"
en,"Flat shipping charge per item ordered.","Flat shipping charge per item ordered."
en,"Flat shipping charge per weight unit ordered (for example, per pound or per kilogram - depending on the weight units used by your store).","Flat shipping charge per weight unit ordered (for example, per pound or per kilogram - depending on the weight units used by your store)."
en,"Flat shipping charge. This value will be added to the shipping rate regardless of the weight, price and number of items ordered.","Flat shipping charge. This value will be added to the shipping rate regardless of the weight, price and number of items ordered."
en,"Flexy templates have been removed","The flexy templates have been removed"
en,"Flexy to twig converter","Flexy to twig converter"
en,Flexy-template,"Flexy template"
en,"Flexy-to-twig converter warning","Converted files may not always work correctly because not all the changes can be handled automatically by conversion. Be sure to check your converted files manually to ensure that all the required changes have been implemented properly. More info about Flexy and Twig key differences is available at <a href=""https://xcart.github.io/flexy-to-twig/"" target=""_blank"">https://xcart.github.io/flexy-to-twig</a>"
en,"Footer menu","Footer menu"
en,"For any emergency you can use the hard, soft and restore-state links","For any emergency you can use the hard, soft and restore-state links. Pay attention, that these links just disable certain modules in your store, but not make any backups."
en,"For details refer to","For details refer to"
en,"For details refer to X-Cart license","For details refer to <a href=""{{licenseAgreementURL}}"" target=""_blank"">X-Cart license agreement</a>."
en,"For the period","For the period"
en,"Force customer to choose product options before the product can be added to cart","Force customer to choose product options before adding a product to cart"
en,"Forgot password","Forgot password"
en,"Forgot password?","Forgot password?"
en,"Forgot your password?","Forgot your password?"
en,Format,Format
en,"Four-digit number on the front side of your card","Four-digit number on the front side of your card"
en,Free,Free
en,"Free & paid","Free & paid"
en,"Free add-ons","Free add-ons"
en,"Free license is activated successfully","Free license has been activated successfully"
en,"Free shipping","Free shipping"
en,"Free shipping tooltip text","Special shipping method. Shows during checkout only if <ul><li>all the products in the cart are marked ""Free shipping"";</li><li>there are no other shipping methods available.</li></ul><a href=""https://kb.x-cart.com/en/shipping/free_shipping_on_orders_that_meet_certain_conditions.html"" target=""_blank"">Learn how to set up free shipping on orders that meet certain conditions</a>"
en,"Free shipping update import text","Warning! Your store now supports two free shipping options for individual products:<br>- Exclude from shipping calculation;<br>- Free shipping.<br>Information on whether a product should be excluded from shipping cost calculation must be submitted via the column shipForFree.<br>Information on whether a product should be eligible for free shipping must be submitted via the column freeShipping."
en,"Free shipping update text","Your store now provides two free shipping options for individual products:<br>- Exclude from shipping calculation;<br> - Free shipping.<br>If a product is marked 'Exclude from shipping calculation', this product is excluded from the shipping cost calculation for the order for any available shipping methods.<br>If a product is marked 'Free shipping', it is treated as eligible for shipping using the method 'Free shipping'. This method becomes available at checkout if all the products in the shopping cart are either eligible for free shipping or excluded from shipping calculation."
en,Freight,Freight
en,"Frequency of Product Feed renewal","Frequency of Product Feed renewal"
en,"Froala Editor settings","Froala Editor settings"
en,From,From
en,"From computer","From computer"
en,"From email","From email"
en,"Front page","Front page"
en,"Front page title",Title
en,"Full Name","Full Name"
en,"Full description","Full description"
en,"Full name","Full name"
en,"Funding methods (checkout page)","Funding methods (checkout page)"
en,G,G
en,"GDlib extension","GDlib extension"
en,General,General
en,"General Settings","General Settings"
en,"General info","General info"
en,"General options","General options"
en,"General settings","General settings"
en,"General tax rates","General tax rates"
en,"Generate Google Feed","Generate feed"
en,"Generate Google Product feed","Generate Google Product feed"
en,"Generate Product Feed","Generate Product Feed"
en,"Generate XML-Sitemap","Generate XML Sitemap"
en,"Generate cache on the fly","Generate cache on the fly"
en,"Generate feed","Generate feed"
en,"Generate product feed","Generate product feed"
en,"Generate resized images","Generate resized images"
en,"Generate resized images help text","Clicking the ""Generate resized images"" button launches the image resizing routine to generate copies of existing images in all the sizes needed to display the images in your store's customer area. Having a separate image file in each of the sizes provides a way to speed up your site's performance by reducing page load times for pages containing graphics."
en,"Generate sitemap","Generate sitemap"
en,"Geo settings & company info are all set. Congrats!","Geo settings & company info are all set. Congrats!"
en,"Geolocation header promo","X-Cart uses free ""GeoLite2 Country"" database by <a href=""https://www.maxmind.com/en/geoip2-databases?%refID=xcart"" target=""_blank"">MaxMind</a>. You can upload the more accurate database to determine the country, subdivisions, city, and postal code. <a href=""https://www.maxmind.com/en/geoip2-databases?%refID=xcart%"" target=""_blank"">Learn more</a>"
en,"Get CSV","Get CSV"
en,"Get X off for order amount over Y","Get {{X}} off for order amount over {{Y}}"
en,"Get a more customizeable PDF invoice solution for your store","Need a more customizeable PDF invoice solution for your store? <a href=""{{url}}"">Get it now!</a>"
en,"Get a more powerful banner system for your store","Need a more powerful banner system for your store? <a href=""{{url}}"">Get it now!</a>"
en,"Get information[TT]","Get information"
en,"Get params","GET params"
en,"Get shipping rates from major shipping carrier companies.","Get shipping rates from major shipping carrier companies. No need to enter shipping rates manualy: the rates are obtained from the shipping carrier in real time so you get the most accurate shipping cost estimation."
en,"Get started Now! Click here to create your PITNEY BOWES Postage Account","Get started Now! Click here to create your <a href=""{{url}}"" class=""external"" target=""_blank"">PITNEY BOWES Postage Account</a>"
en,Girth,Girth
en,"Give buyers a way to pay by adding an alternative payment method.","Give buyers a way to pay by adding an alternative payment method."
en,"Give buyers another way to pay by adding an alternative payment method","Give buyers another way to pay by adding an alternative payment method"
en,Global,Global
en,"Global & Classes attributes","Global & Classes attributes"
en,"Global Hidden field","Global Hidden field"
en,"Global Plain field","Global Plain field"
en,"Global Textarea","Global Textarea"
en,"Global Yes/No","Global Yes/No"
en,"Global attributes","Global attributes"
en,"Global eGood settings","Global eGoods settings"
en,"Global product tabs","Global product tabs"
en,"Global tab label",Global
en,"Global tab not found","Global tab ""{{value}}"" not found"
en,"Go on, make your first sale.","Time to check how it works for your customers. Open the <a href='{{url}}' target='_blank'>storefront</a> to place a test order."
en,"Go to Marketplace","Go to Marketplace"
en,"Go to checkout","Go to checkout"
en,"Go to checkout as a New customer","Go to checkout as a New customer"
en,"Go to comparison table","Open comparison table"
en,"Go to different page to edit the content","Proceed to the product page to edit the description"
en,"Go to home page","Go to home page"
en,"Go to see the review [in the Admin area]","Go to see the review <a href=""{{link}}"">in the Admin area</a>"
en,"Good job! You company logo is added","Good job! You company logo is added"
en,"Good password",Good
en,"Google Analytics","Google Analytics"
en,"Google Feed URL: X","Google Feed URL: <a href=""{{url}}"">{{url}}</a>"
en,"Google Feed has not been generated yet","Click on the ""Generate feed"" button to get the feed link."
en,"Google Shopping Group","Google Shopping Group"
en,"Google feed","Google feed"
en,"Google product feed","Google product feed"
en,"Google shopping group","Google shopping group"
en,"Grand total","Grand total"
en,Greeting,Greeting
en,"Greetings, X","Greetings, {{name}}"
en,Grid,Grid
en,"Group options","Group options"
en,"Group {{value}} does not exists and will be created","Group {{value}} does not exists and will be created"
en,Groups,Groups
en,"HPP Key","HPP Key"
en,"HTML title ('title' tag)","HTML title ('title' tag)"
en,"HTTPS bouncers","HTTPS bouncers"
en,"HTTPS check","HTTPS check"
en,"HTTPS option has been disabled","HTTPS option has been disabled"
en,"HTTPS option has been successfully enabled","HTTPS option has been successfully enabled"
en,"HTTPS settings","HTTPS settings"
en,"Handling fee","Handling fee"
en,"Hard reset (disables all modules and runs application)","Hard reset (disables all the installed modules and runs the X-Cart application)"
en,"Hard reset. Disable all addons except those provided by X-Cart Team","Hard reset. Disable all addons except those provided by X-Cart Team"
en,Hash,Hash
en,"Hash file for installed entry ""{{entry}}"" doesn't exist or is not readable","Hash file for installed entry ""{{entry}}"" doesn't exist or is not readable"
en,"Have a discount coupon?","Have a discount coupon?"
en,"Have more coupons?","Have more coupons?"
en,"Haven't found what you're looking for? View more shipping modules","Haven't found what you're looking for? View more <a href='{{href}}'>shipping modules</a>"
en,Header,Header
en,"Header, greeting & signature","Header, greeting & signature"
en,Height,Height
en,"Height (px)","Height (px)"
en,"Hello, user","Hello, {{name}}"
en,Help,Help
en,"Help zone","Help zone"
en,"Here are shown only the methods enabled on the configuration page","The list below shows only the methods enabled on the configuration page"
en,"Here is a new link for access to your information: X","Here's a new link for access to your information: <a href=""{{link}}"">{{link}}</a>"
en,"Here is the way it looks like on desktop & mobile devices. Do you like it?","Here is the way it looks like on desktop & mobile devices. Do you like it?"
en,"Here you can define how your payment methods will look in customer area","Here you can define how your payment methods will look in the Customer area"
en,"Here you can define how your payment methods will look in customer area.","Here you can define how your payment methods will look in the Customer area."
en,"Here you can manually define your shipping rates and etc.","Besides, you can manually define your shipping rates."
en,"Here you can provide general information about the shipping method and configure a table defining how shipping rates for this method should be calculated.","Here you can provide general information about the shipping method and configure a table defining how shipping rates for this method should be calculated."
en,"Here you can view and manage the MailChimp news lists and groups of the user.","Here you can view and manage the Mailchimp news lists and groups of the user."
en,"Hidden X messages","Hidden messages ({{count}})"
en,"Hidden attributes","Hidden attributes"
en,"Hidden field","Hidden field"
en,"Hidden from products filter","Hidden from products filter"
en,Hide,Hide
en,"Hide ""How to use"" instruction","Hide ""How to use"" instruction"
en,"Hide all warnings/errors","Hide all warnings/errors"
en,"Hide and make them available only via a direct link","Hide and make them available only via a direct link"
en,"Hide common settings","Hide settings"
en,"Hide converted templates","Скрыть конвертированные шаблоны"
en,"Hide message history","Hide message history"
en,"Hide the carrier shipping charge on the label","Hide the carrier shipping charge on the label"
en,"Hide total carrier charge","Hide total carrier charge"
en,"Hide trailing zeros in fractional part","Hide trailing zeros in fractional part"
en,"Hide vendor’s products in the order","Hide vendor’s products in the order"
en,"High - Low","High - Low"
en,"Highlight labels","Highlight labels"
en,History,History
en,"History of downloads","History of downloads"
en,Home,Home
en,"Home page","Home page"
en,"Home page title and meta","Home page title and meta"
en,"Hot addons","Hot addons"
en,"How do I move X-Cart?","How do I move X-Cart?"
en,"How do you rate this item?","How do you rate this item?"
en,"How to","How to"
en,"How to back up your store database","How to back up your store database"
en,"How to define shipping rates","Learn how to define shipping rates"
en,"How to define shipping zones","How to define address zones"
en,"How to set up free shipping help","Need to set up free shipping? <a href=""{{url}}"" target=""_blank"">Learn how</a>."
en,"Human readable and SEO friendly web address for the page.","Human readable and SEO friendly web address for the page."
en,"I accept Terms and Conditions","I accept the <a href=""{{URL}}"" target=""_blank"">Terms &amp; Conditions</a>"
en,"I agree that these addons may require an adaptation.","I understand that these add-ons may require an adaptation."
en,"I agree with PayPal terms & conditions","I agree with PayPal terms & conditions"
en,"I confirm that I have created backups of my store's files and database before upgrading the store","I confirm that I have <strong>created backups</strong> of my store's files and database before upgrading the store"
en,"I have a license key","I have a license key"
en,"I sell digital goods or services and do not need to set up shipping","I sell digital goods or services and do not need to set up shipping"
en,"I understand that the following disabled modules will be removed.","I understand that <a href='#modules_to_uninstall'>the following disabled modules</a> will be removed."
en,"I'll do it later","I'll do it later"
en,ID,ID
en,IMPORTANT:,IMPORTANT:
en,IN,IN
en,"IPN HTTP error","IPN HTTP error"
en,"IPN verification failed","IPN verification failed"
en,Icons,Icons
en,Identity,Identity
en,"If a category has subcategories, the value in brackets shows the overall number of products in both that category and all its subcategories.","If a category has subcategories, the value in brackets shows the overall number of products in both that category and all its subcategories."
en,"If the category is disabled, the system will return 404.","If the category is disabled, the system will return <a href=""{{categoryLink}}"" target=""_blank"">404 not found page</a> with featured products list as alternatives."
en,"If the product is not available for sale, the system will return 404 response.","If the product is not available for sale, the system will return 404 response (page not found)."
en,"If the product is not available for sale, the system will return 404.","If the product is not available for sale, the system will return <a href=""{{productLink}}"" target=""_blank"">404 not found page</a> with related products list as alternatives."
en,"If there are some critical errors occurred you can do the following","If any critical errors have occurred, you can do the following"
en,"If you choose the second option, you can download the file from the server later on and delete it from the server by clicking on the 'Delete SQL file' button.","If you choose the second option, you can download the file from the server later on and delete it from the server by clicking on the 'Delete SQL file' button."
en,"If you choose to create SQL file, you will be able to download the file from the server later and after that delete it from the server by clicking on the ""Delete SQL file"" button.","If you choose to create an SQL file, you will be able to download the file from the server later and, after that, delete it from the server using the ""Delete SQL file"" button."
en,"If you continue having trouble finding what you are looking for please contact our customer service department.","If you continue having trouble finding what you are looking for please contact our customer service department."
en,"If you do not have an account, you can easily","If you do not have an account, you can easily"
en,"If you do not have seller account, you can register here: USA UK Germany","If you do not have seller account, you can register here:<br /><a href=""https://payments.amazon.com/signup?LD=SPEXUSAPA_XCart_core"" target=""_blank"">USA</a>,&nbsp;<a href=""https://payments.amazon.co.uk/preregistration/lpa?LD=SPEXUKAPA_XCart_core"" target=""_blank"">UK</a>,&nbsp;<a href=""https://payments.amazon.de/preregistration/lpa?LD=SPEXDEAPA_XCart_core"" target=""_blank"">Germany</a>"
en,"If you don't have a moneybookers account yet, please sign up for a free moneybookers account at: http://www.skrill.com","If you don't have a moneybookers account yet, please sign up for a free moneybookers account at: http://www.skrill.com"
en,"If you have a license key for a commercial module, you can enter it here to register the purchase of the appropriate module.","If you have a license key for a commercial module, you can enter it here to register the purchase of the module."
en,"If you have a plugin in the .tar format, you can install it by uploading it here","If you have a plugin in the .tar format, you can install it by uploading it here"
en,"If you have multiple products sharing the same set of attributes, it makes sence to make them to be of the same product type and create the attributes on the product type level.","If you have multiple products sharing the same set of attributes, it makes sence to set up a common product type for these products and create the attributes on the product type level."
en,"If you purchased a template but do not see it here, activate the license key that was provided to you.","If you purchased a template but do not see it here, activate the license key that was provided to you."
